company,name,year,month,TA_turnover,AR_turnover
B00322,先進全球投顧,2013,12,0.12,6.25
B00324,桓宇投顧,2013,12,0.14,6.48
B00327,信誠環球,2013,12,0,0
B00330,丹尼爾,2013,12,0.05,7.52
B00333,核聚投顧,2013,12,0.25,464.97
B00334,天利投顧,2013,12,0.52,0.97
B00337,東方匯理投顧,2013,12,0.17,2.27
M3000,証券,2013,12,0.07,0.61
OTC30,證券類,2013,12,0.07,0.94
T3000,證券上市櫃及金控旗下,2013,12,0.08,0.69
000016,富達證券,2012,12,0.61,145.34
000018,東亞證券,2012,12,0.13,0.44
000019,摩根證券,2012,12,0.86,3.69
000020,遠智證券,2012,12,0.61,8.18
000102,合作金庫證券,2012,12,0.06,0.3
000104,臺銀證券,2012,12,0.07,0.52
000109,駿騰新世紀,2012,12,0.07,0.66
000116,日盛證券,2012,12,0.08,1.37
000136,麥格理資本,2012,12,0.18,0.51
000140,蘇皇證券,2012,12,0.1,"31,561.67"
000144,美林證券,2012,12,0.21,1.21
000147,台灣摩根士丹,2012,12,0.08,0.52
000148,美商高盛,2012,12,0.18,0.91
000152,瑞士信貸,2012,12,0.16,1.25
000153,德意志證券,2012,12,0.16,0.87
000154,雷曼兄弟證券,2012,12,0,0
000156,港商野村,2012,12,0.23,2.44
000157,香港商法國興業證券,2012,12,0.22,4.31
000159,花旗環球證券,2012,12,0.11,0.36
000165,新加坡商瑞銀證券,2012,12,0.23,0.59
000218,亞東證券,2012,12,0.04,2.8
000230,花旗證券,2012,12,0.03,0
000511,富隆證券,2012,12,0.07,0.78
000532,高橋證券,2012,12,0.1,0.58
000538,第一金證,2012,12,0.07,0.69
000546,寶盛證券,2012,12,0.04,0.8
000560,永興證券,2012,12,0.13,1.22
000566,日進證券,2012,12,0.08,1.01
000569,豐興證券,2012,12,0.05,0.55
000586,盈溢證券,2012,12,0.05,0.89
000587,光隆證券,2012,12,0.07,1.02
000596,日茂證券,2012,12,0.09,0.94
000601,奔亞證券,2012,12,0.05,1.14
000616,中信證券,2012,12,0.06,1.13
000621,新百王證券,2012,12,0.04,0.6
000638,光和證券,2012,12,0.13,0.78
000645,永全證券,2012,12,0.09,0.79
000646,大昌證券,2012,12,0.12,1.29
000662,口袋證券,2012,12,0.06,0.66
000695,福勝證券,2012,12,0.09,0.78
000700,兆豐證券,2012,12,0.06,0.79
000702,信富資產管理,2012,12,0.07,0.59
000707,豐農證券,2012,12,0.06,0.72
000708,石橋證券,2012,12,0.09,0.83
000712,台安證券,2012,12,0.05,0.44
000767,金港證券,2012,12,0.06,0.17
000775,北城證券,2012,12,0.08,0.49
000778,富星資產管理,2012,12,0.11,0.69
000779,國票證券,2012,12,0.09,0.93
000790,豐德證券,2012,12,0.05,0.55
000815,台新證券,2012,12,0.17,2.56
000838,安泰證券,2012,12,0.1,0.85
000844,摩根大通,2012,12,0.12,1.02
000849,京城證券,2012,12,0.05,0.57
000852,中農證券,2012,12,0.06,0.65
000856,新光證券,2012,12,0.12,0.86
000866,萬通投資,2012,12,0.03,1.14
000871,陽信證券,2012,12,0.56,3.15
000877,大鼎證券,2012,12,0.06,0.82
000884,玉山證券,2012,12,0.12,1.01
000885,鑫豐證券,2012,12,0.13,0.78
000888,國泰證券,2012,12,0.08,1.24
000889,大和國泰,2012,12,0.06,0.76
000890,法銀巴黎證券,2012,12,0.29,1.94
000891,巴克萊,2012,12,0.26,2.72
000896,香港上海匯豐,2012,12,0.23,0.89
000930,華南永昌證券,2012,12,0.09,1.07
000960,富邦證券,2012,12,0.11,1.35
000980,元大證券,2012,12,0.1,1.35
0009A0,永豐金證券,2012,12,0.08,1.44
002011,愛德盟期貨,2012,12,0.22,15.56
002081,華大期貨,2012,12,0.07,0
010002,環華證金,2012,12,0.04,56.3
021011,國泰期貨,2012,12,0.03,571.66
021021,永豐期貨,2012,12,0.07,32.09
021041,凱基期貨,2012,12,0.08,25.71
021051,國票期貨,2012,12,0.08,0
021071,日盛期貨,2012,12,0.06,21.24
021141,華南期貨,2012,12,0.09,"1,608.45"
021301,兆豐期貨,2012,12,0.09,0
026000,富邦期貨,2012,12,0.06,105.59
2855,統一證,2012,12,0.08,1.4
2856,元富證,2012,12,0.06,0.62
30138,里昂證券,2012,12,0.42,1
30666,和興證券,2012,12,0.05,0.58
30769,金興證券,2012,12,0.05,0.2
31635,美商曼氏期貨,2012,12,0,0
31867,大華期貨,2012,12,0.09,19.29
5833,元大證金,2012,12,0.05,0
5864,致和證,2012,12,0.13,1.74
5866,統一期,2012,12,0.07,"2,545.25"
5867,康和期,2012,12,0.12,256.22
5869,元富期,2012,12,0.08,265.87
6003,大華證券,2012,12,0.07,5.6
6005,群益證,2012,12,0.09,1.74
6008,凱基證,2012,12,0.07,0.98
6015,宏遠證,2012,12,0.06,0.87
6016,康和證,2012,12,0.06,0.9
6020,大展證,2012,12,0.03,1.26
6021,美好證,2012,12,0.08,0.9
6022,大眾證,2012,12,0.06,1.03
6023,元大期,2012,12,0.09,183.43
6024,群益期,2012,12,0.09,245.73
6026,福邦證,2012,12,0.1,1.69
6027,德信,2012,12,0.11,1.15
B00001,日盛投顧,2012,12,0.49,11.19
B00007,富邦投顧,2012,12,0.4,4.07
B00011,元大投顧,2012,12,0.67,370.14
B00015,康和投顧,2012,12,0.25,4.5
B00018,台新投顧,2012,12,0.26,11.82
B00029,富蘭克林投顧,2012,12,0.72,549.58
B00033,第一金投顧,2012,12,0.79,11.02
B00038,華信投顧,2012,12,0.51,30.38
B00041,禮正投顧,2012,12,0.25,0
B00044,宏遠投顧,2012,12,0.22,50.6
B00046,顧德投顧,2012,12,1.72,38.08
B00047,永豐投顧,2012,12,0.53,80.71
B00051,啟發投顧,2012,12,0.41,57.32
B00063,安睿宏觀投顧,2012,12,0.09,3.92
B00072,統一投顧,2012,12,0.25,15.94
B00076,兆豐投顧,2012,12,0.76,10.92
B00090,萬通投顧,2012,12,0.67,61.27
B00112,豐銀投顧,2012,12,0.35,387.01
B00118,華南投顧,2012,12,0.19,32.13
B00121,大宇投顧,2012,12,2.29,59.82
B00122,群益投顧,2012,12,0.24,0
B00131,大展投顧,2012,12,0.05,11.5
B00133,倫元投顧,2012,12,0.66,23.57
B00149,霸菱投顧,2012,12,0.53,5.21
B00159,亞東投顧,2012,12,0.13,17.62
B00162,全球投顧,2012,12,0.12,18.85
B00164,普羊投顧,2012,12,1.57,54.28
B00192,鼎燁投顧,2012,12,1.36,36.67
B00201,國票投顧,2012,12,0.46,14.16
B00225,承通投顧,2012,12,1.01,20.22
B00233,中租投顧,2012,12,0.69,5.91
B00246,國泰投顧,2012,12,1.01,4.88
B00251,玉山投顧,2012,12,0.46,0
B00252,瑞源投顧,2012,12,0.44,23.62
B00257,君安投顧,2012,12,0.5,43.8
B00268,永誠國際,2012,12,1.51,58.89
B00271,大華國際,2012,12,1.02,25.95
B00276,品豐投顧,2012,12,1.3,115.2
B00282,鉅亨投顧,2012,12,0.02,3.61
B00286,瑞資投顧,2012,12,2.42,9.88
B00295,新光投顧,2012,12,0.33,0
B00299,鋒裕匯理,2012,12,1.14,3.59
B00303,首華投顧,2012,12,0.37,2.87
B00305,廣源投顧,2012,12,0.01,15.54
B00308,安山盛亞,2012,12,0.17,1.39
B00310,高欣投顧,2012,12,,
B00312,安本投顧,2012,12,,
B00317,福邦投顧,2012,12,0.25,0
B00318,聚揚投顧,2012,12,0.71,76.56
B00319,法盛投顧,2012,12,0.86,5.55
B00320,容海投顧,2012,12,0.32,5.24
B00322,先進全球投顧,2012,12,0.13,6.88
B00324,桓宇投顧,2012,12,0.18,0
B00327,信誠環球,2012,12,0.03,0
B00330,丹尼爾,2012,12,0.01,0
B00333,核聚投顧,2012,12,,
B00334,天利投顧,2012,12,,
B00337,東方匯理投顧,2012,12,,
M3000,証券,2012,12,0.08,1.08
OTC30,證券類,2012,12,0.07,1.18
T3000,證券上市櫃及金控旗下,2012,12,0.08,1.29
000016,富達證券,2011,12,0.63,157.23
000018,東亞證券,2011,12,0.2,11.24
000019,摩根證券,2011,12,0.92,4.13
000020,遠智證券,2011,12,0.54,9.22
000102,合作金庫證券,2011,12,,
000104,臺銀證券,2011,12,0.11,12.77
000109,駿騰新世紀,2011,12,0.03,1.47
000116,日盛證券,2011,12,0.08,3.61
000136,麥格理資本,2011,12,0.49,59.74
000140,蘇皇證券,2011,12,0.13,"1,506.41"
000144,美林證券,2011,12,0.29,0
000147,台灣摩根士丹,2011,12,0.13,458.01
000148,美商高盛,2011,12,0.26,11.69
000152,瑞士信貸,2011,12,0.27,773.43
000153,德意志證券,2011,12,0.33,"32,723.78"
000154,雷曼兄弟證券,2011,12,0,0
000156,港商野村,2011,12,0.35,0
000157,香港商法國興業證券,2011,12,0.27,0
000159,花旗環球證券,2011,12,0.22,"2,038,864.00"
000165,新加坡商瑞銀證券,2011,12,0.44,"260,273.60"
000218,亞東證券,2011,12,0.01,1.43
000230,花旗證券,2011,12,0.02,0
000511,富隆證券,2011,12,0.1,6.25
000532,高橋證券,2011,12,0.15,463.98
000538,第一金證,2011,12,0.05,1.29
000546,寶盛證券,2011,12,0.06,0
000560,永興證券,2011,12,0.21,100.45
000566,日進證券,2011,12,0.1,16.8
000569,豐興證券,2011,12,0.08,281.57
000586,盈溢證券,2011,12,0.07,0
000587,光隆證券,2011,12,0.1,111.84
000596,日茂證券,2011,12,0.13,109.58
000601,奔亞證券,2011,12,0.23,0
000616,中信證券,2011,12,0.06,4.33
000621,新百王證券,2011,12,0.04,0
000638,光和證券,2011,12,0.2,"153,729.00"
000645,永全證券,2011,12,0.15,"63,227.50"
000646,大昌證券,2011,12,0.14,16.24
000662,口袋證券,2011,12,0.08,"1,203.75"
000695,福勝證券,2011,12,0.12,847.36
000700,兆豐證券,2011,12,0.06,2.65
000702,信富資產管理,2011,12,0.09,100.67
000707,豐農證券,2011,12,0.09,0
000708,石橋證券,2011,12,0.13,0
000712,台安證券,2011,12,0.07,"3,681.00"
000767,金港證券,2011,12,0.12,0
000775,北城證券,2011,12,0.17,0
000778,富星資產管理,2011,12,0.17,67.46
000779,國票證券,2011,12,0.08,8.26
000790,豐德證券,2011,12,0.07,950.96
000815,台新證券,2011,12,0.03,1.58
000838,安泰證券,2011,12,0.15,0
000844,摩根大通,2011,12,0.24,0
000849,京城證券,2011,12,0.08,0
000852,中農證券,2011,12,0.09,218.21
000856,新光證券,2011,12,0.14,"1,075.10"
000866,萬通投資,2011,12,0.04,66.28
000871,陽信證券,2011,12,0.57,15.18
000877,大鼎證券,2011,12,0.09,"2,143.20"
000884,玉山證券,2011,12,0.13,8.6
000885,鑫豐證券,2011,12,0.19,13.37
000888,國泰證券,2011,12,0.07,21.53
000889,大和國泰,2011,12,0.08,6.57
000890,法銀巴黎證券,2011,12,0.46,0
000891,巴克萊,2011,12,0.11,0
000896,香港上海匯豐,2011,12,0.31,0
000930,華南永昌證券,2011,12,0.09,20.01
000960,富邦證券,2011,12,0.13,8.63
000980,元大證券,2011,12,0.1,7.06
0009A0,永豐金證券,2011,12,0.07,8.48
002011,愛德盟期貨,2011,12,0.2,11.54
002081,華大期貨,2011,12,0.07,0
010002,環華證金,2011,12,0.04,44.03
021011,國泰期貨,2011,12,0.05,"1,403.69"
021021,永豐期貨,2011,12,0.1,62.09
021041,凱基期貨,2011,12,0.1,31.98
021051,國票期貨,2011,12,0.11,0
021071,日盛期貨,2011,12,0.08,28.1
021141,華南期貨,2011,12,0.11,"2,344.38"
021301,兆豐期貨,2011,12,0.12,0
026000,富邦期貨,2011,12,0.08,126.18
2854,寶來證,2011,12,0.09,6.35
2855,統一證,2011,12,0.08,16.25
2856,元富證,2011,12,0.05,3.55
30138,里昂證券,2011,12,0.85,184.41
30518,太平洋證券,2011,12,0.02,4.8
30666,和興證券,2011,12,0.09,0
30769,金興證券,2011,12,0.09,0
30880,鼎富證券,2011,12,0.14,"16,721.07"
31635,美商曼氏期貨,2011,12,0.1,0
31867,大華期貨,2011,12,0.1,144.48
31872,元大期貨,2011,12,0.08,285.8
5833,元大證金,2011,12,0.05,0
5864,致和證,2011,12,0.08,"3,048.47"
5866,統一期,2011,12,0.09,"3,132.33"
5867,康和期,2011,12,0.15,413.46
5869,元富期,2011,12,0.09,390.79
6003,大華證券,2011,12,0.03,1.76
6005,群益證,2011,12,0.1,5.86
6008,凱基證,2011,12,0.08,4.18
6015,宏遠證,2011,12,0.03,2.68
6016,康和證,2011,12,0.07,3.02
6020,大展證,2011,12,0.01,0.93
6021,美好證,2011,12,0.03,4.19
6022,大眾證,2011,12,0.05,71.84
6023,元大期,2011,12,0.12,236.38
6024,群益期,2011,12,0.11,276.55
6026,福邦證,2011,12,0.13,7.33
6027,德信,2011,12,0.04,1.75
B00001,日盛投顧,2011,12,,
B00007,富邦投顧,2011,12,,
B00011,元大投顧,2011,12,,
B00015,康和投顧,2011,12,,
B00018,台新投顧,2011,12,,
B00029,富蘭克林投顧,2011,12,,
B00033,第一金投顧,2011,12,,
B00038,華信投顧,2011,12,,
B00041,禮正投顧,2011,12,,
B00044,宏遠投顧,2011,12,,
B00046,顧德投顧,2011,12,,
B00047,永豐投顧,2011,12,,
B00051,啟發投顧,2011,12,,
B00063,安睿宏觀投顧,2011,12,,
B00072,統一投顧,2011,12,,
B00076,兆豐投顧,2011,12,,
B00090,萬通投顧,2011,12,,
B00112,豐銀投顧,2011,12,,
B00118,華南投顧,2011,12,,
B00121,大宇投顧,2011,12,,
B00122,群益投顧,2011,12,,
B00131,大展投顧,2011,12,,
B00133,倫元投顧,2011,12,,
B00149,霸菱投顧,2011,12,,
B00159,亞東投顧,2011,12,,
B00162,全球投顧,2011,12,,
B00164,普羊投顧,2011,12,,
B00192,鼎燁投顧,2011,12,,
B00201,國票投顧,2011,12,,
B00225,承通投顧,2011,12,,
B00233,中租投顧,2011,12,,
B00246,國泰投顧,2011,12,,
B00251,玉山投顧,2011,12,,
B00252,瑞源投顧,2011,12,,
B00257,君安投顧,2011,12,,
B00268,永誠國際,2011,12,,
B00271,大華國際,2011,12,,
B00276,品豐投顧,2011,12,,
B00282,鉅亨投顧,2011,12,,
B00286,瑞資投顧,2011,12,,
B00295,新光投顧,2011,12,,
B00299,鋒裕匯理,2011,12,,
B00303,首華投顧,2011,12,,
B00305,廣源投顧,2011,12,,
B00308,安山盛亞,2011,12,,
B00317,福邦投顧,2011,12,,
B00318,聚揚投顧,2011,12,,
B00319,法盛投顧,2011,12,,
B00320,容海投顧,2011,12,,
B00322,先進全球投顧,2011,12,,
B00324,桓宇投顧,2011,12,,
B00327,信誠環球,2011,12,,
B00330,丹尼爾,2011,12,,
M3000,証券,2011,12,0.07,5.95
OTC30,證券類,2011,12,0.07,4.78
T3000,證券上市櫃及金控旗下,2011,12,0.07,5.56
000016,富達證券,2010,12,0.8,108.19
000018,東亞證券,2010,12,0.11,21.62
000019,摩根證券,2010,12,0.97,4.01
000020,遠智證券,2010,12,0.48,8.06
000104,臺銀證券,2010,12,0.13,14.66
000109,駿騰新世紀,2010,12,0.08,4.2
000116,日盛證券,2010,12,0.13,4.68
000136,麥格理資本,2010,12,0.55,34.14
000140,蘇皇證券,2010,12,0.11,"1,469.64"
000144,美林證券,2010,12,0.28,0
000147,台灣摩根士丹,2010,12,0.14,158.74
000148,美商高盛,2010,12,0.31,11.46
000152,瑞士信貸,2010,12,0.29,"1,898.23"
000153,德意志證券,2010,12,0.49,"83,263.48"
000154,雷曼兄弟證券,2010,12,0,0
000156,港商野村,2010,12,0.49,78.41
000157,香港商法國興業證券,2010,12,0.26,0
000159,花旗環球證券,2010,12,0.24,925.25
000165,新加坡商瑞銀證券,2010,12,0.43,0
000218,亞東證券,2010,12,0.08,8.2
000230,花旗證券,2010,12,0.05,0
000511,富隆證券,2010,12,0.14,7.68
000532,高橋證券,2010,12,0.2,512.65
000538,第一金證,2010,12,0.11,2.11
000546,寶盛證券,2010,12,0.09,0
000560,永興證券,2010,12,0.25,71.39
000566,日進證券,2010,12,0.12,100.82
000569,豐興證券,2010,12,0.1,627.03
000586,盈溢證券,2010,12,0.09,"101,200.00"
000587,光隆證券,2010,12,0.13,76.48
000596,日茂證券,2010,12,0.16,83.21
000601,奔亞證券,2010,12,0.18,0
000616,中信證券,2010,12,0.1,9.76
000621,新百王證券,2010,12,0.06,0
000638,光和證券,2010,12,0.26,"57,209.14"
000645,永全證券,2010,12,0.2,"47,913.43"
000646,大昌證券,2010,12,0.14,22.37
000662,口袋證券,2010,12,0.11,"1,408.84"
000695,福勝證券,2010,12,0.16,"1,211.02"
000700,兆豐證券,2010,12,0.11,11.4
000702,信富資產管理,2010,12,0.13,79.65
000707,豐農證券,2010,12,0.12,0
000708,石橋證券,2010,12,0.18,0
000712,台安證券,2010,12,0.1,"3,667.00"
000767,金港證券,2010,12,0.16,0
000775,北城證券,2010,12,0.21,0
000778,富星資產管理,2010,12,0.21,53.88
000779,國票證券,2010,12,0.1,8.17
000790,豐德證券,2010,12,0.1,"1,156.74"
000815,台新證券,2010,12,0.19,61.46
000838,安泰證券,2010,12,0.19,0
000844,摩根大通,2010,12,0.27,0
000849,京城證券,2010,12,0.09,0
000852,中農證券,2010,12,0.1,154.27
000856,新光證券,2010,12,0.13,"1,442.61"
000866,萬通投資,2010,12,0.05,58.12
000871,陽信證券,2010,12,0.75,26.66
000877,大鼎證券,2010,12,0.09,"1,600.06"
000884,玉山證券,2010,12,0.15,12.71
000885,鑫豐證券,2010,12,0.24,11.57
000888,國泰證券,2010,12,0.11,54.81
000889,大和國泰,2010,12,0.12,9.67
000890,法銀巴黎證券,2010,12,0.48,0
000891,巴克萊,2010,12,,
000896,香港上海匯豐,2010,12,0.26,0
000930,華南永昌證券,2010,12,0.12,3.16
000960,富邦證券,2010,12,0.13,8.77
000980,元大證券,2010,12,0.14,10.52
0009A0,永豐金證券,2010,12,0.09,12.14
002011,愛德盟期貨,2010,12,0.2,17.45
002081,華大期貨,2010,12,0.09,0
010002,環華證金,2010,12,0.04,33.84
021011,國泰期貨,2010,12,0.05,"2,730.68"
021021,永豐期貨,2010,12,0.09,586.22
021041,凱基期貨,2010,12,0.09,31.02
021051,國票期貨,2010,12,0.1,0
021071,日盛期貨,2010,12,0.09,"10,495.68"
021141,華南期貨,2010,12,0.09,"1,670.81"
021301,兆豐期貨,2010,12,0.14,0
026000,富邦期貨,2010,12,0.07,124.57
2854,寶來證,2010,12,0.15,14.23
2855,統一證,2010,12,0.12,3.84
2856,元富證,2010,12,0.08,7.81
30138,里昂證券,2010,12,0.86,174.98
30518,太平洋證券,2010,12,0.06,11.27
30666,和興證券,2010,12,0.13,0
30753,富順證券,2010,12,0.18,"45,884.86"
30769,金興證券,2010,12,0.1,0
30880,鼎富證券,2010,12,0.18,"5,225.28"
31635,美商曼氏期貨,2010,12,0.14,0
31867,大華期貨,2010,12,0.09,109.33
31872,元大期貨,2010,12,0.1,679.63
5833,元大證金,2010,12,0.07,0
5864,致和證,2010,12,0.17,"2,986.28"
5866,統一期,2010,12,0.09,0
5867,康和期,2010,12,0.14,"1,213.69"
5869,元富期,2010,12,0.09,349.09
6003,大華證券,2010,12,0.1,5.33
6005,群益證,2010,12,0.11,7.38
6008,凱基證,2010,12,0.1,6.82
6012,金鼎證,2010,12,0.09,34.77
6015,宏遠證,2010,12,0.09,6.81
6016,康和證,2010,12,0.1,4.07
6020,大展證,2010,12,0.09,4.54
6021,美好證,2010,12,0.12,20.41
6022,大眾證,2010,12,0.07,275.55
6023,元大期,2010,12,0.09,540.51
6024,群益期,2010,12,0.12,282.54
6026,福邦證,2010,12,0.09,6.17
6027,德信,2010,12,0.19,9.36
M3000,証券,2010,12,0.11,8.02
OTC30,證券類,2010,12,0.1,7.31
T3000,證券上市櫃及金控旗下,2010,12,0.11,7.45
000016,富達證券,2009,12,0.52,72.22
000018,東亞證券,2009,12,0.02,25.75
000019,摩根證券,2009,12,0.81,4.29
000020,遠智證券,2009,12,0.29,7.43
000085,美銀台北,2009,12,0.01,0.01
000104,臺銀證券,2009,12,0.13,15.52
000109,駿騰新世紀,2009,12,0.13,12.73
000116,日盛證券,2009,12,0.14,5.65
000136,麥格理資本,2009,12,0.54,36.87
000140,蘇皇證券,2009,12,0.16,"1,824.97"
000144,美林證券,2009,12,0.38,458.06
000147,台灣摩根士丹,2009,12,0.13,180.09
000148,美商高盛,2009,12,0.34,10.52
000152,瑞士信貸,2009,12,0.24,"1,240.38"
000153,德意志證券,2009,12,0.49,"2,521.35"
000154,雷曼兄弟證券,2009,12,0,0
000156,港商野村,2009,12,0.47,49.66
000157,香港商法國興業證券,2009,12,0.28,0
000159,花旗環球證券,2009,12,0.26,742.6
000165,新加坡商瑞銀證券,2009,12,0.37,"1,574.81"
000218,亞東證券,2009,12,0.14,93.94
000230,花旗證券,2009,12,0.02,0
000511,富隆證券,2009,12,0.19,59.63
000532,高橋證券,2009,12,0.24,309.04
000538,第一金證,2009,12,0.17,4.92
000546,寶盛證券,2009,12,0.1,"1,098.38"
000560,永興證券,2009,12,0.26,94
000566,日進證券,2009,12,0.16,"1,108.54"
000569,豐興證券,2009,12,0.12,982.8
000586,盈溢證券,2009,12,0.1,856.24
000587,光隆證券,2009,12,0.15,106.68
000596,日茂證券,2009,12,0.19,125.76
000601,奔亞證券,2009,12,0.33,159.74
000616,中信證券,2009,12,0.11,11.84
000621,新百王證券,2009,12,0.07,"1,150.59"
000638,光和證券,2009,12,0.32,560.83
000645,永全證券,2009,12,0.25,964.72
000646,大昌證券,2009,12,0.18,32.92
000662,口袋證券,2009,12,0.13,409.1
000695,福勝證券,2009,12,0.19,283.1
000700,兆豐證券,2009,12,0.11,3.27
000702,信富資產管理,2009,12,0.14,106.78
000707,豐農證券,2009,12,0.13,"1,148.09"
000708,石橋證券,2009,12,0.23,322
000712,台安證券,2009,12,0.12,523.63
000767,金港證券,2009,12,0.17,885.3
000775,北城證券,2009,12,0.25,0
000778,富星資產管理,2009,12,0.24,113.51
000779,國票證券,2009,12,0.14,12.7
000790,豐德證券,2009,12,0.11,446.7
000815,台新證券,2009,12,0.03,21.28
000838,安泰證券,2009,12,0.24,936.77
000844,摩根大通,2009,12,0.25,"1,658.35"
000849,京城證券,2009,12,0.1,"1,051.11"
000852,中農證券,2009,12,0.1,232.06
000856,新光證券,2009,12,0.15,"2,739.12"
000866,萬通投資,2009,12,0.07,123.04
000871,陽信證券,2009,12,0.99,19.39
000877,大鼎證券,2009,12,0.16,210.19
